Vendor,Month,Mon,Unit,Test_Time,Delay,Resistance,Result,Fail
Duality Logic,1,2008-01,20,20JAN2008:00:00:00,258,21.40,Pass,0
Duality Logic,1,2008-01,21,21JAN2008:00:00:00,164,17.94,Pass,0
Duality Logic,1,2008-01,22,22JAN2008:00:00:00,190,14.42,Pass,0
Duality Logic,1,2008-01,23,23JAN2008:00:00:00,200,15.85,Pass,0
Duality Logic,1,2008-01,24,24JAN2008:00:00:00,199,13.48,Pass,0
Duality Logic,1,2008-01,25,25JAN2008:00:00:00,238,19.43,Pass,0
Duality Logic,2,2008-02,1,01FEB2008:00:00:00,209,16.40,Pass,0
Duality Logic,2,2008-02,2,02FEB2008:00:00:00,215,15.37,Pass,0
Duality Logic,2,2008-02,3,03FEB2008:00:00:00,220,14.52,Pass,0
Duality Logic,2,2008-02,4,04FEB2008:00:00:00,234,16.13,Pass,0
Duality Logic,2,2008-02,5,05FEB2008:00:00:00,231,18.82,Pass,0
Duality Logic,2,2008-02,6,06FEB2008:00:00:00,225,15.66,Pass,0
Duality Logic,2,2008-02,7,07FEB2008:00:00:00,196,16.35,Pass,0
Duality Logic,2,2008-02,8,08FEB2008:00:00:00,255,18.68,Pass,0
Duality Logic,2,2008-02,9,09FEB2008:00:00:00,219,14.96,Pass,0
Duality Logic,2,2008-02,10,10FEB2008:00:00:00,275,17.95,Pass,0
Duality Logic,2,2008-02,11,11FEB2008:00:00:00,248,20.35,Pass,0
Duality Logic,2,2008-02,12,12FEB2008:00:00:00,203,17.42,Pass,0
Duality Logic,2,2008-02,13,13FEB2008:00:00:00,207,15.93,Pass,0
Duality Logic,2,2008-02,14,14FEB2008:00:00:00,252,19.45,Pass,0
Duality Logic,2,2008-02,15,15FEB2008:00:00:00,181,14.02,Pass,0
Duality Logic,2,2008-02,16,16FEB2008:00:00:00,209,19.39,Pass,0
Duality Logic,2,2008-02,17,17FEB2008:00:00:00,210,16.01,Pass,0
Duality Logic,2,2008-02,18,18FEB2008:00:00:00,232,20.51,Pass,0
Duality Logic,2,2008-02,19,19FEB2008:00:00:00,182,14.48,Pass,0
Duality Logic,2,2008-02,20,20FEB2008:00:00:00,233,16.90,Pass,0
Duality Logic,2,2008-02,21,21FEB2008:00:00:00,169,11.88,Fail Low,1
Duality Logic,2,2008-02,22,22FEB2008:00:00:00,171,11.97,Fail Low,1
Duality Logic,2,2008-02,23,23FEB2008:00:00:00,197,13.38,Pass,0
Duality Logic,2,2008-02,24,24FEB2008:00:00:00,203,14.21,Pass,0
Duality Logic,2,2008-02,25,25FEB2008:00:00:00,225,17.57,Pass,0
Duality Logic,3,2008-03,1,01MAR2008:00:00:00,210,17.85,Pass,0
Duality Logic,3,2008-03,2,02MAR2008:00:00:00,185,13.84,Pass,0
Duality Logic,3,2008-03,3,03MAR2008:00:00:00,224,18.73,Pass,0
Duality Logic,3,2008-03,4,04MAR2008:00:00:00,139,13.18,Pass,0
Duality Logic,3,2008-03,5,05MAR2008:00:00:00,154,14.93,Pass,0
Duality Logic,3,2008-03,6,06MAR2008:00:00:00,209,15.45,Pass,0
Duality Logic,3,2008-03,7,07MAR2008:00:00:00,201,18.78,Pass,0
Duality Logic,3,2008-03,8,08MAR2008:00:00:00,228,17.29,Pass,0
Duality Logic,3,2008-03,9,09MAR2008:00:00:00,189,15.18,Pass,0
Duality Logic,3,2008-03,10,10MAR2008:00:00:00,200,14.49,Pass,0
Duality Logic,3,2008-03,11,11MAR2008:00:00:00,215,16.12,Pass,0
Duality Logic,3,2008-03,12,12MAR2008:00:00:00,183,15.97,Pass,0
Duality Logic,3,2008-03,13,13MAR2008:00:00:00,222,17.82,Pass,0
Duality Logic,3,2008-03,14,14MAR2008:00:00:00,184,15.70,Pass,0
Duality Logic,3,2008-03,15,15MAR2008:00:00:00,228,19.48,Pass,0
Duality Logic,3,2008-03,16,16MAR2008:00:00:00,203,16.11,Pass,0
Duality Logic,3,2008-03,17,17MAR2008:00:00:00,188,13.22,Pass,0
Duality Logic,3,2008-03,18,18MAR2008:00:00:00,276,19.63,Pass,0
Duality Logic,3,2008-03,19,19MAR2008:00:00:00,174,17.42,Pass,0
Duality Logic,3,2008-03,20,20MAR2008:00:00:00,179,12.68,Pass,0
Duality Logic,3,2008-03,21,21MAR2008:00:00:00,199,13.77,Pass,0
Duality Logic,3,2008-03,22,22MAR2008:00:00:00,222,19.99,Pass,0
Duality Logic,3,2008-03,23,23MAR2008:00:00:00,254,18.70,Pass,0
Duality Logic,3,2008-03,24,24MAR2008:00:00:00,273,20.68,Pass,0
Duality Logic,3,2008-03,25,25MAR2008:00:00:00,266,20.59,Pass,0
Duality Logic,3,2008-03,26,26MAR2008:00:00:00,212,17.10,Pass,0
Duality Logic,4,2008-04,1,01APR2008:00:00:00,226,15.66,Pass,0
Duality Logic,4,2008-04,2,02APR2008:00:00:00,250,17.28,Pass,0
Duality Logic,4,2008-04,3,03APR2008:00:00:00,243,17.93,Pass,0
Duality Logic,4,2008-04,4,04APR2008:00:00:00,224,17.33,Pass,0
Duality Logic,4,2008-04,5,05APR2008:00:00:00,240,19.85,Pass,0
Duality Logic,4,2008-04,6,06APR2008:00:00:00,238,17.20,Pass,0
Duality Logic,4,2008-04,7,07APR2008:00:00:00,193,19.53,Pass,0
Duality Logic,4,2008-04,8,08APR2008:00:00:00,198,15.54,Pass,0
Duality Logic,4,2008-04,9,09APR2008:00:00:00,217,16.48,Pass,0
Duality Logic,4,2008-04,10,10APR2008:00:00:00,234,18.28,Pass,0
Duality Logic,4,2008-04,11,11APR2008:00:00:00,190,16.38,Pass,0
Duality Logic,4,2008-04,12,12APR2008:00:00:00,181,14.40,Pass,0
Duality Logic,4,2008-04,13,13APR2008:00:00:00,212,17.29,Pass,0
Duality Logic,4,2008-04,14,14APR2008:00:00:00,202,16.62,Pass,0
Duality Logic,4,2008-04,15,15APR2008:00:00:00,194,14.17,Pass,0
Duality Logic,4,2008-04,16,16APR2008:00:00:00,229,17.29,Pass,0
Duality Logic,4,2008-04,17,17APR2008:00:00:00,209,16.77,Pass,0
Duality Logic,4,2008-04,18,18APR2008:00:00:00,217,18.27,Pass,0
Duality Logic,4,2008-04,19,19APR2008:00:00:00,244,20.79,Pass,0
Duality Logic,4,2008-04,20,20APR2008:00:00:00,227,18.49,Pass,0
Duality Logic,4,2008-04,21,21APR2008:00:00:00,221,15.04,Pass,0
Duality Logic,4,2008-04,22,22APR2008:00:00:00,261,18.81,Pass,0
Duality Logic,4,2008-04,23,23APR2008:00:00:00,253,18.74,Pass,0
Duality Logic,4,2008-04,24,24APR2008:00:00:00,215,16.93,Pass,0
Duality Logic,4,2008-04,25,25APR2008:00:00:00,252,21.04,Pass,0
Duality Logic,4,2008-04,26,26APR2008:00:00:00,254,19.01,Pass,0
Duality Logic,5,2008-05,1,01MAY2008:00:00:00,177,16.96,Pass,0
Duality Logic,5,2008-05,2,02MAY2008:00:00:00,183,14.15,Pass,0
Duality Logic,5,2008-05,3,03MAY2008:00:00:00,180,16.34,Pass,0
Duality Logic,5,2008-05,4,04MAY2008:00:00:00,220,19.53,Pass,0
Duality Logic,5,2008-05,5,05MAY2008:00:00:00,221,18.98,Pass,0
Duality Logic,5,2008-05,6,06MAY2008:00:00:00,235,19.67,Pass,0
Duality Logic,5,2008-05,7,07MAY2008:00:00:00,189,15.23,Pass,0
Duality Logic,5,2008-05,8,08MAY2008:00:00:00,199,15.87,Pass,0
Duality Logic,5,2008-05,9,09MAY2008:00:00:00,159,14.98,Pass,0
Duality Logic,5,2008-05,10,10MAY2008:00:00:00,208,18.89,Pass,0
Duality Logic,5,2008-05,11,11MAY2008:00:00:00,211,17.94,Pass,0
Duality Logic,5,2008-05,12,12MAY2008:00:00:00,174,14.43,Pass,0
Duality Logic,5,2008-05,13,13MAY2008:00:00:00,185,15.63,Pass,0
Duality Logic,5,2008-05,14,14MAY2008:00:00:00,248,20.06,Pass,0
Duality Logic,5,2008-05,15,15MAY2008:00:00:00,227,16.99,Pass,0
Duality Logic,5,2008-05,16,16MAY2008:00:00:00,210,14.81,Pass,0
Duality Logic,5,2008-05,17,17MAY2008:00:00:00,229,17.84,Pass,0
Duality Logic,5,2008-05,18,18MAY2008:00:00:00,276,19.22,Pass,0
Duality Logic,5,2008-05,19,19MAY2008:00:00:00,237,18.14,Pass,0
Duality Logic,5,2008-05,20,20MAY2008:00:00:00,234,16.65,Pass,0
Duality Logic,5,2008-05,21,21MAY2008:00:00:00,222,20.12,Pass,0
Duality Logic,5,2008-05,22,22MAY2008:00:00:00,202,14.15,Pass,0
Duality Logic,5,2008-05,23,23MAY2008:00:00:00,228,16.20,Pass,0
Duality Logic,5,2008-05,24,24MAY2008:00:00:00,255,18.85,Pass,0
Duality Logic,5,2008-05,25,25MAY2008:00:00:00,236,17.70,Pass,0
Duality Logic,5,2008-05,26,26MAY2008:00:00:00,211,16.94,Pass,0
Duality Logic,6,2008-06,1,01JUN2008:00:00:00,235,15.62,Pass,0
Duality Logic,6,2008-06,2,02JUN2008:00:00:00,257,18.71,Pass,0
Duality Logic,6,2008-06,3,03JUN2008:00:00:00,236,18.30,Pass,0
Duality Logic,6,2008-06,4,04JUN2008:00:00:00,200,18.32,Pass,0
Duality Logic,6,2008-06,5,05JUN2008:00:00:00,178,14.35,Pass,0
Duality Logic,6,2008-06,6,06JUN2008:00:00:00,218,16.00,Pass,0
Duality Logic,6,2008-06,7,07JUN2008:00:00:00,194,17.82,Pass,0
Duality Logic,6,2008-06,8,08JUN2008:00:00:00,199,17.50,Pass,0
Duality Logic,6,2008-06,9,09JUN2008:00:00:00,215,18.36,Pass,0
Duality Logic,6,2008-06,10,10JUN2008:00:00:00,175,13.51,Pass,0
Duality Logic,6,2008-06,11,11JUN2008:00:00:00,196,15.89,Pass,0
Duality Logic,6,2008-06,12,12JUN2008:00:00:00,176,17.89,Pass,0
Duality Logic,6,2008-06,13,13JUN2008:00:00:00,255,19.31,Pass,0
Duality Logic,6,2008-06,14,14JUN2008:00:00:00,202,12.37,Fail Low,1
Duality Logic,6,2008-06,15,15JUN2008:00:00:00,274,21.59,Pass,0
Duality Logic,6,2008-06,16,16JUN2008:00:00:00,252,18.02,Pass,0
Duality Logic,6,2008-06,17,17JUN2008:00:00:00,144,13.77,Pass,0
Duality Logic,6,2008-06,18,18JUN2008:00:00:00,205,16.15,Pass,0
Duality Logic,6,2008-06,19,19JUN2008:00:00:00,177,19.65,Pass,0
Duality Logic,6,2008-06,20,20JUN2008:00:00:00,189,16.09,Pass,0
Duality Logic,6,2008-06,21,21JUN2008:00:00:00,223,14.37,Pass,0
Duality Logic,6,2008-06,22,22JUN2008:00:00:00,177,13.71,Pass,0
Duality Logic,6,2008-06,23,23JUN2008:00:00:00,236,18.56,Pass,0
Duality Logic,6,2008-06,24,24JUN2008:00:00:00,222,19.45,Pass,0
Duality Logic,6,2008-06,25,25JUN2008:00:00:00,159,12.49,Fail Low,1
Duality Logic,6,2008-06,26,26JUN2008:00:00:00,201,16.83,Pass,0
Duality Logic,6,2008-06,27,27JUN2008:00:00:00,287,19.10,Pass,0
Duality Logic,7,2008-07,1,01JUL2008:00:00:00,192,17.85,Pass,0
Duality Logic,7,2008-07,2,02JUL2008:00:00:00,252,17.95,Pass,0
Duality Logic,7,2008-07,3,03JUL2008:00:00:00,213,18.27,Pass,0
Duality Logic,7,2008-07,4,04JUL2008:00:00:00,174,13.24,Pass,0
Duality Logic,7,2008-07,5,05JUL2008:00:00:00,236,20.53,Pass,0
Duality Logic,7,2008-07,6,06JUL2008:00:00:00,256,18.57,Pass,0
Duality Logic,7,2008-07,7,07JUL2008:00:00:00,106,11.43,Fail Low,1
Duality Logic,7,2008-07,8,08JUL2008:00:00:00,240,20.27,Pass,0
Duality Logic,7,2008-07,9,09JUL2008:00:00:00,211,17.46,Pass,0
Duality Logic,7,2008-07,10,10JUL2008:00:00:00,189,15.60,Pass,0
Duality Logic,7,2008-07,11,11JUL2008:00:00:00,189,14.06,Pass,0
Duality Logic,7,2008-07,12,12JUL2008:00:00:00,171,15.76,Pass,0
Duality Logic,7,2008-07,13,13JUL2008:00:00:00,197,14.90,Pass,0
Duality Logic,7,2008-07,14,14JUL2008:00:00:00,199,14.84,Pass,0
Duality Logic,7,2008-07,15,15JUL2008:00:00:00,217,17.54,Pass,0
Duality Logic,7,2008-07,16,16JUL2008:00:00:00,194,14.52,Pass,0
Duality Logic,7,2008-07,17,17JUL2008:00:00:00,202,15.96,Pass,0
Duality Logic,7,2008-07,18,18JUL2008:00:00:00,256,18.37,Pass,0
Duality Logic,7,2008-07,19,19JUL2008:00:00:00,258,18.82,Pass,0
Duality Logic,7,2008-07,20,20JUL2008:00:00:00,199,14.95,Pass,0
Duality Logic,7,2008-07,21,21JUL2008:00:00:00,247,19.88,Pass,0
Duality Logic,7,2008-07,22,22JUL2008:00:00:00,227,17.10,Pass,0
Duality Logic,7,2008-07,23,23JUL2008:00:00:00,196,11.32,Fail Low,1
Duality Logic,7,2008-07,24,24JUL2008:00:00:00,253,20.32,Pass,0
Duality Logic,7,2008-07,25,25JUL2008:00:00:00,235,16.33,Pass,0
Duality Logic,7,2008-07,26,26JUL2008:00:00:00,170,14.76,Pass,0
Duality Logic,7,2008-07,27,27JUL2008:00:00:00,198,17.83,Pass,0
Duality Logic,8,2008-08,1,01AUG2008:00:00:00,183,16.52,Pass,0
Duality Logic,8,2008-08,2,02AUG2008:00:00:00,235,21.07,Pass,0
Duality Logic,8,2008-08,3,03AUG2008:00:00:00,196,15.08,Pass,0
Duality Logic,8,2008-08,4,04AUG2008:00:00:00,181,16.94,Pass,0
Duality Logic,8,2008-08,5,05AUG2008:00:00:00,220,17.38,Pass,0
Duality Logic,8,2008-08,6,06AUG2008:00:00:00,212,14.43,Pass,0
Duality Logic,8,2008-08,7,07AUG2008:00:00:00,222,19.85,Pass,0
Duality Logic,8,2008-08,8,08AUG2008:00:00:00,230,18.72,Pass,0
Duality Logic,8,2008-08,9,09AUG2008:00:00:00,178,13.62,Pass,0
Duality Logic,8,2008-08,10,10AUG2008:00:00:00,219,16.14,Pass,0
Duality Logic,8,2008-08,11,11AUG2008:00:00:00,243,19.74,Pass,0
Duality Logic,8,2008-08,12,12AUG2008:00:00:00,196,15.92,Pass,0
Duality Logic,8,2008-08,13,13AUG2008:00:00:00,243,20.58,Pass,0
Duality Logic,8,2008-08,14,14AUG2008:00:00:00,180,12.95,Pass,0
Duality Logic,8,2008-08,15,15AUG2008:00:00:00,206,16.62,Pass,0
Duality Logic,8,2008-08,16,16AUG2008:00:00:00,195,15.43,Pass,0
Duality Logic,8,2008-08,17,17AUG2008:00:00:00,228,20.66,Pass,0
Duality Logic,8,2008-08,18,18AUG2008:00:00:00,200,16.81,Pass,0
Duality Logic,8,2008-08,19,19AUG2008:00:00:00,174,16.26,Pass,0
Duality Logic,8,2008-08,20,20AUG2008:00:00:00,158,15.13,Pass,0
Duality Logic,8,2008-08,21,21AUG2008:00:00:00,169,16.20,Pass,0
Duality Logic,8,2008-08,22,22AUG2008:00:00:00,224,20.27,Pass,0
Duality Logic,8,2008-08,23,23AUG2008:00:00:00,191,17.03,Pass,0
Duality Logic,8,2008-08,24,24AUG2008:00:00:00,333,24.56,Fail Hi,1
Duality Logic,8,2008-08,25,25AUG2008:00:00:00,199,16.60,Pass,0
Duality Logic,8,2008-08,26,26AUG2008:00:00:00,223,16.48,Pass,0
Duality Logic,8,2008-08,27,27AUG2008:00:00:00,234,17.06,Pass,0
Duality Logic,9,2008-09,1,01SEP2008:00:00:00,209,17.02,Pass,0
Duality Logic,9,2008-09,2,02SEP2008:00:00:00,204,17.38,Pass,0
Duality Logic,9,2008-09,3,03SEP2008:00:00:00,264,21.39,Pass,0
Duality Logic,9,2008-09,4,04SEP2008:00:00:00,200,16.40,Pass,0
Duality Logic,9,2008-09,5,05SEP2008:00:00:00,264,20.86,Pass,0
Duality Logic,9,2008-09,6,06SEP2008:00:00:00,179,15.41,Pass,0
Duality Logic,9,2008-09,7,07SEP2008:00:00:00,232,18.39,Pass,0
Duality Logic,9,2008-09,8,08SEP2008:00:00:00,254,17.81,Pass,0
Duality Logic,9,2008-09,9,09SEP2008:00:00:00,165,15.09,Pass,0
Duality Logic,9,2008-09,10,10SEP2008:00:00:00,207,19.43,Pass,0
Duality Logic,9,2008-09,11,11SEP2008:00:00:00,188,18.90,Pass,0
Duality Logic,9,2008-09,12,12SEP2008:00:00:00,241,17.40,Pass,0
Duality Logic,9,2008-09,13,13SEP2008:00:00:00,185,13.68,Pass,0
Duality Logic,9,2008-09,14,14SEP2008:00:00:00,160,11.53,Fail Low,1
Duality Logic,9,2008-09,15,15SEP2008:00:00:00,233,18.93,Pass,0
Duality Logic,9,2008-09,16,16SEP2008:00:00:00,181,14.31,Pass,0
Duality Logic,9,2008-09,17,17SEP2008:00:00:00,252,17.34,Pass,0
Duality Logic,9,2008-09,18,18SEP2008:00:00:00,193,17.60,Pass,0
Duality Logic,9,2008-09,19,19SEP2008:00:00:00,259,20.64,Pass,0
Duality Logic,9,2008-09,20,20SEP2008:00:00:00,182,14.36,Pass,0
Duality Logic,9,2008-09,21,21SEP2008:00:00:00,301,23.19,Fail Hi,1
Duality Logic,9,2008-09,22,22SEP2008:00:00:00,225,16.10,Pass,0
Duality Logic,9,2008-09,23,23SEP2008:00:00:00,219,17.05,Pass,0
Duality Logic,9,2008-09,24,24SEP2008:00:00:00,185,13.46,Pass,0
Duality Logic,9,2008-09,25,25SEP2008:00:00:00,181,14.44,Pass,0
Duality Logic,9,2008-09,26,26SEP2008:00:00:00,177,15.96,Pass,0
Duality Logic,9,2008-09,27,27SEP2008:00:00:00,208,16.06,Pass,0
Duality Logic,9,2008-09,28,28SEP2008:00:00:00,148,12.92,Pass,0
Duality Logic,10,2008-10,1,01OCT2008:00:00:00,231,16.86,Pass,0
Duality Logic,10,2008-10,2,02OCT2008:00:00:00,197,18.73,Pass,0
Duality Logic,10,2008-10,3,03OCT2008:00:00:00,194,15.16,Pass,0
Duality Logic,10,2008-10,4,04OCT2008:00:00:00,182,16.68,Pass,0
Duality Logic,10,2008-10,5,05OCT2008:00:00:00,179,15.99,Pass,0
Duality Logic,10,2008-10,6,06OCT2008:00:00:00,242,20.40,Pass,0
Duality Logic,10,2008-10,7,07OCT2008:00:00:00,205,12.78,Pass,0
Duality Logic,10,2008-10,8,08OCT2008:00:00:00,172,17.86,Pass,0
Duality Logic,10,2008-10,9,09OCT2008:00:00:00,202,14.92,Pass,0
Duality Logic,10,2008-10,10,10OCT2008:00:00:00,233,19.81,Pass,0
Duality Logic,10,2008-10,11,11OCT2008:00:00:00,237,20.17,Pass,0
Duality Logic,10,2008-10,12,12OCT2008:00:00:00,182,16.87,Pass,0
Duality Logic,10,2008-10,13,13OCT2008:00:00:00,222,17.42,Pass,0
Duality Logic,10,2008-10,14,14OCT2008:00:00:00,230,19.50,Pass,0
Duality Logic,10,2008-10,15,15OCT2008:00:00:00,198,14.44,Pass,0
Duality Logic,10,2008-10,16,16OCT2008:00:00:00,180,12.77,Pass,0
Duality Logic,10,2008-10,17,17OCT2008:00:00:00,246,20.96,Pass,0
Duality Logic,10,2008-10,18,18OCT2008:00:00:00,222,20.90,Pass,0
Duality Logic,10,2008-10,19,19OCT2008:00:00:00,234,16.32,Pass,0
Duality Logic,10,2008-10,20,20OCT2008:00:00:00,246,20.72,Pass,0
Duality Logic,10,2008-10,21,21OCT2008:00:00:00,256,20.95,Pass,0
Duality Logic,10,2008-10,22,22OCT2008:00:00:00,202,16.72,Pass,0
Duality Logic,10,2008-10,23,23OCT2008:00:00:00,161,16.36,Pass,0
Duality Logic,10,2008-10,24,24OCT2008:00:00:00,236,17.03,Pass,0
Duality Logic,10,2008-10,25,25OCT2008:00:00:00,212,14.83,Pass,0
Duality Logic,10,2008-10,26,26OCT2008:00:00:00,225,16.62,Pass,0
Duality Logic,10,2008-10,27,27OCT2008:00:00:00,235,16.47,Pass,0
Duality Logic,10,2008-10,28,28OCT2008:00:00:00,243,17.54,Pass,0
Duality Logic,11,2008-11,1,01NOV2008:00:00:00,199,14.83,Pass,0
Duality Logic,11,2008-11,2,02NOV2008:00:00:00,188,14.41,Pass,0
Duality Logic,11,2008-11,3,03NOV2008:00:00:00,234,18.03,Pass,0
Duality Logic,11,2008-11,4,04NOV2008:00:00:00,190,13.88,Pass,0
Duality Logic,11,2008-11,5,05NOV2008:00:00:00,229,17.75,Pass,0
Duality Logic,11,2008-11,6,06NOV2008:00:00:00,213,15.21,Pass,0
Duality Logic,11,2008-11,7,07NOV2008:00:00:00,226,19.50,Pass,0
Duality Logic,11,2008-11,8,08NOV2008:00:00:00,254,20.00,Pass,0
Duality Logic,11,2008-11,9,09NOV2008:00:00:00,177,11.54,Fail Low,1
Duality Logic,11,2008-11,10,10NOV2008:00:00:00,175,11.37,Fail Low,1
Duality Logic,11,2008-11,11,11NOV2008:00:00:00,208,16.70,Pass,0
Duality Logic,11,2008-11,12,12NOV2008:00:00:00,184,14.39,Pass,0
Duality Logic,11,2008-11,13,13NOV2008:00:00:00,213,20.09,Pass,0
Duality Logic,11,2008-11,14,14NOV2008:00:00:00,217,16.53,Pass,0
Duality Logic,11,2008-11,15,15NOV2008:00:00:00,260,19.42,Pass,0
Duality Logic,11,2008-11,16,16NOV2008:00:00:00,220,16.16,Pass,0
Duality Logic,11,2008-11,17,17NOV2008:00:00:00,173,15.26,Pass,0
Duality Logic,11,2008-11,18,18NOV2008:00:00:00,202,13.06,Pass,0
Duality Logic,11,2008-11,19,19NOV2008:00:00:00,197,14.88,Pass,0
Duality Logic,11,2008-11,20,20NOV2008:00:00:00,216,17.59,Pass,0
Duality Logic,11,2008-11,21,21NOV2008:00:00:00,161,16.39,Pass,0
Duality Logic,11,2008-11,22,22NOV2008:00:00:00,243,21.15,Pass,0
Duality Logic,11,2008-11,23,23NOV2008:00:00:00,194,11.90,Fail Low,1
Duality Logic,11,2008-11,24,24NOV2008:00:00:00,259,20.85,Pass,0
Duality Logic,11,2008-11,25,25NOV2008:00:00:00,175,15.13,Pass,0
Duality Logic,11,2008-11,26,26NOV2008:00:00:00,235,20.11,Pass,0
Duality Logic,11,2008-11,27,27NOV2008:00:00:00,267,21.99,Pass,0
Duality Logic,11,2008-11,28,28NOV2008:00:00:00,233,16.10,Pass,0
Duality Logic,12,2008-12,1,01DEC2008:00:00:00,179,12.98,Pass,0
Duality Logic,12,2008-12,2,02DEC2008:00:00:00,159,10.67,Fail Low,1
Duality Logic,12,2008-12,3,03DEC2008:00:00:00,256,19.63,Pass,0
Duality Logic,12,2008-12,4,04DEC2008:00:00:00,251,20.15,Pass,0
Duality Logic,12,2008-12,5,05DEC2008:00:00:00,233,17.94,Pass,0
Duality Logic,12,2008-12,6,06DEC2008:00:00:00,211,14.54,Pass,0
Duality Logic,12,2008-12,7,07DEC2008:00:00:00,208,18.67,Pass,0
Duality Logic,12,2008-12,8,08DEC2008:00:00:00,202,18.47,Pass,0
Duality Logic,12,2008-12,9,09DEC2008:00:00:00,165,14.15,Pass,0
Duality Logic,12,2008-12,10,10DEC2008:00:00:00,203,14.76,Pass,0
Duality Logic,12,2008-12,11,11DEC2008:00:00:00,196,14.09,Pass,0
Duality Logic,12,2008-12,12,12DEC2008:00:00:00,178,11.54,Fail Low,1
Duality Logic,12,2008-12,13,13DEC2008:00:00:00,221,19.20,Pass,0
Duality Logic,12,2008-12,14,14DEC2008:00:00:00,180,17.09,Pass,0
Duality Logic,12,2008-12,15,15DEC2008:00:00:00,210,17.73,Pass,0
Duality Logic,12,2008-12,16,16DEC2008:00:00:00,249,21.74,Pass,0
Duality Logic,12,2008-12,17,17DEC2008:00:00:00,229,16.64,Pass,0
Duality Logic,12,2008-12,18,18DEC2008:00:00:00,243,21.37,Pass,0
Duality Logic,12,2008-12,19,19DEC2008:00:00:00,197,19.01,Pass,0
Duality Logic,12,2008-12,20,20DEC2008:00:00:00,179,13.86,Pass,0
Duality Logic,12,2008-12,21,21DEC2008:00:00:00,N/A,18.90,Pass,0
Duality Logic,12,2008-12,22,22DEC2008:00:00:00,N/A,11.80,Fail Low,1
Duality Logic,12,2008-12,23,23DEC2008:00:00:00,N/A,22.26,Pass,0
Duality Logic,12,2008-12,24,24DEC2008:00:00:00,N/A,16.38,Pass,0
Duality Logic,12,2008-12,25,25DEC2008:00:00:00,N/A,14.02,Pass,0
Duality Logic,12,2008-12,26,26DEC2008:00:00:00,N/A,16.84,Pass,0
Duality Logic,12,2008-12,27,27DEC2008:00:00:00,N/A,18.54,Pass,0
Duality Logic,12,2008-12,28,28DEC2008:00:00:00,N/A,11.82,Fail Low,1
Duality Logic,12,2008-12,29,29DEC2008:00:00:00,N/A,15.77,Pass,0
Empirical Engineering,1,2008-01,1,01/01/2008,122,4.68,Fail Low,1
Empirical Engineering,1,2008-01,2,01/02/2008,209,18.10,Pass,0
Empirical Engineering,1,2008-01,3,01/03/2008,186,15.02,Pass,0
Empirical Engineering,1,2008-01,4,01/04/2008,148,13.60,Pass,0
Empirical Engineering,1,2008-01,5,01/05/2008,150,4.54,Fail Low,1
Empirical Engineering,1,2008-01,6,01/06/2008,209,15.17,Pass,0
Empirical Engineering,1,2008-01,7,01/07/2008,182,13.79,Pass,0
Empirical Engineering,1,2008-01,8,01/08/2008,167,11.53,Fail Low,1
Empirical Engineering,1,2008-01,9,01/09/2008,152,11.58,Fail Low,1
Empirical Engineering,1,2008-01,10,01/10/2008,173,11.58,Fail Low,1
Empirical Engineering,1,2008-01,11,01/11/2008,194,12.80,Pass,0
Empirical Engineering,1,2008-01,12,01/12/2008,207,17.27,Pass,0
Empirical Engineering,1,2008-01,13,01/13/2008,155,12.57,Pass,0
Empirical Engineering,1,2008-01,14,01/14/2008,174,11.93,Fail Low,1
Empirical Engineering,1,2008-01,15,01/15/2008,215,15.94,Pass,0
Empirical Engineering,2,2008-02,1,02/01/2008,180,12.19,Fail Low,1
Empirical Engineering,2,2008-02,2,02/02/2008,152,8.93,Fail Low,1
Empirical Engineering,2,2008-02,3,02/03/2008,192,12.70,Pass,0
Empirical Engineering,2,2008-02,4,02/04/2008,166,13.27,Pass,0
Empirical Engineering,2,2008-02,5,02/05/2008,203,13.75,Pass,0
Empirical Engineering,2,2008-02,6,02/06/2008,148,10.45,Fail Low,1
Empirical Engineering,2,2008-02,7,02/07/2008,179,10.99,Fail Low,1
Empirical Engineering,2,2008-02,8,02/08/2008,162,7.94,Fail Low,1
Empirical Engineering,2,2008-02,9,02/09/2008,226,16.07,Pass,0
Empirical Engineering,2,2008-02,10,02/10/2008,190,9.29,Fail Low,1
Empirical Engineering,2,2008-02,11,02/11/2008,180,12.60,Pass,0
Empirical Engineering,2,2008-02,12,02/12/2008,148,12.58,Pass,0
Empirical Engineering,2,2008-02,13,02/13/2008,179,12.93,Pass,0
Empirical Engineering,2,2008-02,14,02/14/2008,178,13.68,Pass,0
Empirical Engineering,2,2008-02,15,02/15/2008,174,8.50,Fail Low,1
Empirical Engineering,3,2008-03,1,03/01/2008,201,19.04,Pass,0
Empirical Engineering,3,2008-03,2,03/02/2008,195,11.30,Fail Low,1
Empirical Engineering,3,2008-03,3,03/03/2008,220,17.39,Pass,0
Empirical Engineering,3,2008-03,4,03/04/2008,243,17.85,Pass,0
Empirical Engineering,3,2008-03,5,03/05/2008,196,12.81,Pass,0
Empirical Engineering,3,2008-03,6,03/06/2008,161,9.40,Fail Low,1
Empirical Engineering,3,2008-03,7,03/07/2008,154,9.78,Fail Low,1
Empirical Engineering,3,2008-03,8,03/08/2008,229,17.03,Pass,0
Empirical Engineering,3,2008-03,9,03/09/2008,184,13.74,Pass,0
